Image dimensions: 28 x 28
Loaded 10000 images
Model created with 2 layers
Layer 0: 784 inputs, 8 neurons
Image 9131: Predicted digit = 0, Confidence = 1.0000
Image 9132: Predicted digit = 0, Confidence = 0.9940
Image 9133: Predicted digit = 0, Confidence = 0.9786
Image 9134: Predicted digit = 0, Confidence = 1.0000
Image 9135: Predicted digit = 0, Confidence = 0.9985
Image 9136: Predicted digit = 0, Confidence = 0.9972
Image 9137: Predicted digit = 0, Confidence = 1.0000
Image 9138: Predicted digit = 0, Confidence = 0.9991
Image 9139: Predicted digit = 0, Confidence = 0.9968
Image 9140: Predicted digit = 0, Confidence = 0.9999
Image 9141: Predicted digit = 0, Confidence = 0.9974
Image 9142: Predicted digit = 0, Confidence = 1.0000
Image 9143: Predicted digit = 0, Confidence = 1.0000
Image 9144: Predicted digit = 0, Confidence = 0.9948
Image 9145: Predicted digit = 0, Confidence = 0.9992
Image 9146: Predicted digit = 0, Confidence = 0.9913
Image 9147: Predicted digit = 0, Confidence = 0.9998
Image 9148: Predicted digit = 0, Confidence = 0.9792
Image 9149: Predicted digit = 0, Confidence = 0.9997
Image 9150: Predicted digit = 0, Confidence = 1.0000
Image 9151: Predicted digit = 0, Confidence = 0.9999
Image 9152: Predicted digit = 0, Confidence = 0.7941
Image 9153: Predicted digit = 0, Confidence = 0.9989
Image 9154: Predicted digit = 0, Confidence = 0.9999
Image 9155: Predicted digit = 0, Confidence = 1.0000
Image 9156: Predicted digit = 0, Confidence = 1.0000
Image 9157: Predicted digit = 0, Confidence = 0.9822
Image 9158: Predicted digit = 0, Confidence = 0.9992
Image 9159: Predicted digit = 0, Confidence = 0.9984
Image 9160: Predicted digit = 0, Confidence = 0.9075
Image 9161: Predicted digit = 0, Confidence = 1.0000
Image 9162: Predicted digit = 0, Confidence = 1.0000
Image 9163: Predicted digit = 0, Confidence = 0.9968
Image 9164: Predicted digit = 0, Confidence = 1.0000
Image 9165: Predicted digit = 0, Confidence = 0.9969
Image 9166: Predicted digit = 0, Confidence = 1.0000
Image 9167: Predicted digit = 0, Confidence = 0.9999
Image 9168: Predicted digit = 0, Confidence = 1.0000
Image 9169: Predicted digit = 0, Confidence = 0.9978
Image 9170: Predicted digit = 0, Confidence = 1.0000
Image 9171: Predicted digit = 0, Confidence = 1.0000
Image 9172: Predicted digit = 0, Confidence = 1.0000
Image 9173: Predicted digit = 0, Confidence = 1.0000
Image 9174: Predicted digit = 0, Confidence = 1.0000
Image 9175: Predicted digit = 0, Confidence = 0.6943
Image 9176: Predicted digit = 0, Confidence = 0.9961
Image 9177: Predicted digit = 0, Confidence = 1.0000
Image 9178: Predicted digit = 0, Confidence = 0.9997
Image 9179: Predicted digit = 0, Confidence = 0.9977
Image 9180: Predicted digit = 0, Confidence = 0.8208
Image 9181: Predicted digit = 0, Confidence = 0.9761
Image 9182: Predicted digit = 0, Confidence = 0.7087
Image 9183: Predicted digit = 0, Confidence = 0.9984
Image 9184: Predicted digit = 0, Confidence = 1.0000
Image 9185: Predicted digit = 0, Confidence = 0.9603
Image 9186: Predicted digit = 0, Confidence = 1.0000
Image 9187: Predicted digit = 0, Confidence = 0.9920
Image 9188: Predicted digit = 0, Confidence = 0.9999
Image 9189: Predicted digit = 0, Confidence = 1.0000
Image 9190: Predicted digit = 0, Confidence = 0.9997
Image 9191: Predicted digit = 0, Confidence = 1.0000
Image 9192: Predicted digit = 0, Confidence = 0.9990
Image 9193: Predicted digit = 0, Confidence = 1.0000
Image 9194: Predicted digit = 0, Confidence = 1.0000
Image 9195: Predicted digit = 0, Confidence = 0.9737
Image 9196: Predicted digit = 0, Confidence = 1.0000
Image 9197: Predicted digit = 0, Confidence = 0.9520
Image 9198: Predicted digit = 0, Confidence = 1.0000
Image 9199: Predicted digit = 0, Confidence = 1.0000
Image 9200: Predicted digit = 0, Confidence = 0.9891
Image 9201: Predicted digit = 0, Confidence = 0.6547
Image 9202: Predicted digit = 0, Confidence = 0.9998
Image 9203: Predicted digit = 0, Confidence = 1.0000
Image 9204: Predicted digit = 0, Confidence = 1.0000
Image 9205: Predicted digit = 0, Confidence = 0.9290
Image 9206: Predicted digit = 0, Confidence = 0.9999
Image 9207: Predicted digit = 0, Confidence = 0.7152
Image 9208: Predicted digit = 0, Confidence = 1.0000
Image 9209: Predicted digit = 0, Confidence = 1.0000
Image 9210: Predicted digit = 0, Confidence = 0.9987
Image 9211: Predicted digit = 0, Confidence = 0.9952
Image 9212: Predicted digit = 0, Confidence = 1.0000
Image 9213: Predicted digit = 0, Confidence = 0.9999
Image 9214: Predicted digit = 0, Confidence = 1.0000
Image 9215: Predicted digit = 0, Confidence = 1.0000
Image 9216: Predicted digit = 0, Confidence = 1.0000
Image 9217: Predicted digit = 0, Confidence = 0.2411
Image 9218: Predicted digit = 0, Confidence = 0.9998
Image 9219: Predicted digit = 0, Confidence = 0.3882
Image 9220: Predicted digit = 0, Confidence = 1.0000
Image 9221: Predicted digit = 0, Confidence = 1.0000
Image 9222: Predicted digit = 0, Confidence = 0.9401
Image 9223: Predicted digit = 0, Confidence = 1.0000
Image 9224: Predicted digit = 0, Confidence = 1.0000
Image 9225: Predicted digit = 0, Confidence = 0.9998
Image 9226: Predicted digit = 0, Confidence = 0.9999
Image 9227: Predicted digit = 0, Confidence = 0.1000
Image 9228: Predicted digit = 0, Confidence = 1.0000
Image 9229: Predicted digit = 6, Confidence = 0.1240
Image 9230: Predicted digit = 0, Confidence = 0.9997
Image 9231: Predicted digit = 0, Confidence = 0.9546
Image 9232: Predicted digit = 0, Confidence = 0.9954
Image 9233: Predicted digit = 0, Confidence = 0.9998
Image 9234: Predicted digit = 0, Confidence = 1.0000
Image 9235: Predicted digit = 2, Confidence = 0.1387
Image 9236: Predicted digit = 0, Confidence = 1.0000
Image 9237: Predicted digit = 0, Confidence = 0.9927
Image 9238: Predicted digit = 2, Confidence = 0.1237
Image 9239: Predicted digit = 0, Confidence = 1.0000
Image 9240: Predicted digit = 0, Confidence = 0.9976
Image 9241: Predicted digit = 0, Confidence = 0.9977
Image 9242: Predicted digit = 0, Confidence = 1.0000
Image 9243: Predicted digit = 0, Confidence = 0.9952
Image 9244: Predicted digit = 0, Confidence = 1.0000
Image 9245: Predicted digit = 0, Confidence = 1.0000
Image 9246: Predicted digit = 0, Confidence = 0.9996
Image 9247: Predicted digit = 0, Confidence = 0.9603
Image 9248: Predicted digit = 0, Confidence = 1.0000
Image 9249: Predicted digit = 0, Confidence = 0.9467
Image 9250: Predicted digit = 0, Confidence = 0.9978
Image 9251: Predicted digit = 0, Confidence = 0.9997
Image 9252: Predicted digit = 0, Confidence = 1.0000
Image 9253: Predicted digit = 0, Confidence = 1.0000
Image 9254: Predicted digit = 0, Confidence = 1.0000
Image 9255: Predicted digit = 0, Confidence = 1.0000
Image 9256: Predicted digit = 0, Confidence = 0.9454
Image 9257: Predicted digit = 0, Confidence = 1.0000
Image 9258: Predicted digit = 0, Confidence = 0.9916
Image 9259: Predicted digit = 0, Confidence = 0.9971
Image 9260: Predicted digit = 0, Confidence = 1.0000
Image 9261: Predicted digit = 0, Confidence = 1.0000
Image 9262: Predicted digit = 0, Confidence = 1.0000
Image 9263: Predicted digit = 0, Confidence = 1.0000
Image 9264: Predicted digit = 0, Confidence = 0.9771
Image 9265: Predicted digit = 0, Confidence = 1.0000
Image 9266: Predicted digit = 0, Confidence = 0.9999
Image 9267: Predicted digit = 2, Confidence = 0.1428
Image 9268: Predicted digit = 0, Confidence = 1.0000
Image 9269: Predicted digit = 0, Confidence = 0.9992
Image 9270: Predicted digit = 0, Confidence = 0.8480
Image 9271: Predicted digit = 0, Confidence = 0.9920
Image 9272: Predicted digit = 0, Confidence = 0.9229
Image 9273: Predicted digit = 0, Confidence = 0.9994
Image 9274: Predicted digit = 0, Confidence = 0.9997
Image 9275: Predicted digit = 0, Confidence = 0.9998
Image 9276: Predicted digit = 6, Confidence = 0.1253
Image 9277: Predicted digit = 0, Confidence = 0.9964
Image 9278: Predicted digit = 0, Confidence = 0.9982
Image 9279: Predicted digit = 0, Confidence = 0.9983
Image 9280: Predicted digit = 0, Confidence = 0.9982
Image 9281: Predicted digit = 0, Confidence = 0.9850
Image 9282: Predicted digit = 0, Confidence = 0.9883
Image 9283: Predicted digit = 0, Confidence = 0.5521
Image 9284: Predicted digit = 0, Confidence = 0.9715
Image 9285: Predicted digit = 6, Confidence = 0.1240
Image 9286: Predicted digit = 0, Confidence = 0.9994
Image 9287: Predicted digit = 0, Confidence = 0.8431
Image 9288: Predicted digit = 0, Confidence = 0.9646
Image 9289: Predicted digit = 0, Confidence = 0.9996
Image 9290: Predicted digit = 0, Confidence = 0.9998
Image 9291: Predicted digit = 0, Confidence = 0.9997
Image 9292: Predicted digit = 0, Confidence = 0.8695
Image 9293: Predicted digit = 0, Confidence = 1.0000
Image 9294: Predicted digit = 0, Confidence = 0.9998
Image 9295: Predicted digit = 0, Confidence = 0.9925
Image 9296: Predicted digit = 0, Confidence = 0.9996
Image 9297: Predicted digit = 0, Confidence = 0.9962
Image 9298: Predicted digit = 0, Confidence = 0.5911
Image 9299: Predicted digit = 0, Confidence = 0.9871
Image 9300: Predicted digit = 0, Confidence = 1.0000
Image 9301: Predicted digit = 0, Confidence = 0.9991
Image 9302: Predicted digit = 0, Confidence = 1.0000
Image 9303: Predicted digit = 0, Confidence = 0.9077
Image 9304: Predicted digit = 7, Confidence = 0.1250
Image 9305: Predicted digit = 0, Confidence = 0.9745
Image 9306: Predicted digit = 0, Confidence = 0.1511
Image 9307: Predicted digit = 0, Confidence = 0.9992
Image 9308: Predicted digit = 0, Confidence = 0.9296
Image 9309: Predicted digit = 0, Confidence = 1.0000
Image 9310: Predicted digit = 0, Confidence = 0.8507
Image 9311: Predicted digit = 0, Confidence = 0.9393
Image 9312: Predicted digit = 0, Confidence = 0.9994
Image 9313: Predicted digit = 0, Confidence = 0.9990
Image 9314: Predicted digit = 0, Confidence = 0.9964
Image 9315: Predicted digit = 0, Confidence = 0.8641
Image 9316: Predicted digit = 0, Confidence = 0.9984
Image 9317: Predicted digit = 2, Confidence = 0.1530
Image 9318: Predicted digit = 0, Confidence = 1.0000
Image 9319: Predicted digit = 0, Confidence = 0.9708
Image 9320: Predicted digit = 0, Confidence = 0.9984
Image 9321: Predicted digit = 0, Confidence = 0.9993
Image 9322: Predicted digit = 0, Confidence = 0.9709
Image 9323: Predicted digit = 0, Confidence = 0.9893
Image 9324: Predicted digit = 0, Confidence = 0.9945
Image 9325: Predicted digit = 0, Confidence = 0.9138
Image 9326: Predicted digit = 0, Confidence = 0.9912
Image 9327: Predicted digit = 0, Confidence = 0.9780
Image 9328: Predicted digit = 0, Confidence = 0.9974
Image 9329: Predicted digit = 0, Confidence = 0.9746
Image 9330: Predicted digit = 0, Confidence = 0.9489
Image 9331: Predicted digit = 0, Confidence = 0.4204
Image 9332: Predicted digit = 0, Confidence = 0.8807
Image 9333: Predicted digit = 0, Confidence = 0.9973
Image 9334: Predicted digit = 0, Confidence = 0.8959
Image 9335: Predicted digit = 0, Confidence = 1.0000
Image 9336: Predicted digit = 0, Confidence = 1.0000
Image 9337: Predicted digit = 0, Confidence = 0.9769
Image 9338: Predicted digit = 0, Confidence = 1.0000
Image 9339: Predicted digit = 0, Confidence = 0.8018
Image 9340: Predicted digit = 0, Confidence = 0.8424
Image 9341: Predicted digit = 0, Confidence = 0.7547
Image 9342: Predicted digit = 0, Confidence = 0.9971
Image 9343: Predicted digit = 0, Confidence = 0.9937
Image 9344: Predicted digit = 0, Confidence = 0.8944
Image 9345: Predicted digit = 0, Confidence = 0.9960
Image 9346: Predicted digit = 0, Confidence = 0.8344
Image 9347: Predicted digit = 0, Confidence = 0.5875
Image 9348: Predicted digit = 0, Confidence = 0.9992
Image 9349: Predicted digit = 0, Confidence = 0.9991
Image 9350: Predicted digit = 0, Confidence = 0.8703
Image 9351: Predicted digit = 0, Confidence = 0.9421
Image 9352: Predicted digit = 0, Confidence = 0.9760
Image 9353: Predicted digit = 0, Confidence = 0.5979
Image 9354: Predicted digit = 0, Confidence = 0.9936
Image 9355: Predicted digit = 0, Confidence = 0.9985
Image 9356: Predicted digit = 0, Confidence = 0.9988
Image 9357: Predicted digit = 0, Confidence = 0.9987
Image 9358: Predicted digit = 0, Confidence = 0.9935
Image 9359: Predicted digit = 0, Confidence = 0.9722
Image 9360: Predicted digit = 0, Confidence = 0.6920
Image 9361: Predicted digit = 0, Confidence = 0.9963
Image 9362: Predicted digit = 0, Confidence = 0.9624
Image 9363: Predicted digit = 0, Confidence = 0.9792
Image 9364: Predicted digit = 0, Confidence = 0.9833
Image 9365: Predicted digit = 0, Confidence = 0.9940
Image 9366: Predicted digit = 0, Confidence = 1.0000
Image 9367: Predicted digit = 0, Confidence = 0.9999
Image 9368: Predicted digit = 0, Confidence = 1.0000
Image 9369: Predicted digit = 0, Confidence = 0.9997
Image 9370: Predicted digit = 0, Confidence = 0.1646
Image 9371: Predicted digit = 0, Confidence = 0.1396
Image 9372: Predicted digit = 0, Confidence = 1.0000
Image 9373: Predicted digit = 0, Confidence = 0.9996
Image 9374: Predicted digit = 0, Confidence = 1.0000
Image 9375: Predicted digit = 0, Confidence = 1.0000
Image 9376: Predicted digit = 0, Confidence = 0.7128
Image 9377: Predicted digit = 0, Confidence = 0.9999
Image 9378: Predicted digit = 0, Confidence = 1.0000
Image 9379: Predicted digit = 0, Confidence = 0.8637
Image 9380: Predicted digit = 0, Confidence = 0.9998
Image 9381: Predicted digit = 0, Confidence = 0.9981
Image 9382: Predicted digit = 0, Confidence = 1.0000
Image 9383: Predicted digit = 0, Confidence = 1.0000
Image 9384: Predicted digit = 0, Confidence = 0.9995
Image 9385: Predicted digit = 0, Confidence = 0.1456
Image 9386: Predicted digit = 0, Confidence = 0.8701
Image 9387: Predicted digit = 0, Confidence = 1.0000
Image 9388: Predicted digit = 0, Confidence = 0.9970
Image 9389: Predicted digit = 0, Confidence = 1.0000
Image 9390: Predicted digit = 0, Confidence = 0.6837
Image 9391: Predicted digit = 0, Confidence = 1.0000
Image 9392: Predicted digit = 0, Confidence = 1.0000
Image 9393: Predicted digit = 0, Confidence = 0.9966
Image 9394: Predicted digit = 0, Confidence = 0.9881
Image 9395: Predicted digit = 0, Confidence = 1.0000
Image 9396: Predicted digit = 0, Confidence = 0.9399
Image 9397: Predicted digit = 0, Confidence = 0.9961
Image 9398: Predicted digit = 0, Confidence = 0.9988
Image 9399: Predicted digit = 0, Confidence = 0.9989
Image 9400: Predicted digit = 0, Confidence = 0.9992
Image 9401: Predicted digit = 0, Confidence = 1.0000
Image 9402: Predicted digit = 0, Confidence = 1.0000
Image 9403: Predicted digit = 0, Confidence = 1.0000
Image 9404: Predicted digit = 0, Confidence = 0.9996
Image 9405: Predicted digit = 0, Confidence = 1.0000
Image 9406: Predicted digit = 0, Confidence = 0.9907
Image 9407: Predicted digit = 0, Confidence = 0.9998
Image 9408: Predicted digit = 0, Confidence = 0.9997
Image 9409: Predicted digit = 0, Confidence = 0.9999
Image 9410: Predicted digit = 0, Confidence = 0.3730
Image 9411: Predicted digit = 0, Confidence = 0.2391
Image 9412: Predicted digit = 0, Confidence = 0.9941
Image 9413: Predicted digit = 0, Confidence = 1.0000
Image 9414: Predicted digit = 0, Confidence = 1.0000
Image 9415: Predicted digit = 0, Confidence = 1.0000
Image 9416: Predicted digit = 0, Confidence = 0.9895
Image 9417: Predicted digit = 0, Confidence = 1.0000
Image 9418: Predicted digit = 0, Confidence = 1.0000
Image 9419: Predicted digit = 0, Confidence = 1.0000
Image 9420: Predicted digit = 0, Confidence = 1.0000
Image 9421: Predicted digit = 0, Confidence = 0.5030
Image 9422: Predicted digit = 0, Confidence = 0.9990
Image 9423: Predicted digit = 0, Confidence = 0.9988
Image 9424: Predicted digit = 0, Confidence = 1.0000
Image 9425: Predicted digit = 0, Confidence = 0.9929
Image 9426: Predicted digit = 0, Confidence = 0.9999
Image 9427: Predicted digit = 0, Confidence = 0.9833
Image 9428: Predicted digit = 0, Confidence = 0.4309
Image 9429: Predicted digit = 0, Confidence = 0.9990
Image 9430: Predicted digit = 0, Confidence = 1.0000
Image 9431: Predicted digit = 0, Confidence = 1.0000
Image 9432: Predicted digit = 0, Confidence = 0.9554
Image 9433: Predicted digit = 0, Confidence = 0.8188
Image 9434: Predicted digit = 0, Confidence = 0.9999
Image 9435: Predicted digit = 0, Confidence = 0.9996
Image 9436: Predicted digit = 0, Confidence = 1.0000
Image 9437: Predicted digit = 0, Confidence = 1.0000
Image 9438: Predicted digit = 0, Confidence = 1.0000
Image 9439: Predicted digit = 0, Confidence = 1.0000
Image 9440: Predicted digit = 0, Confidence = 0.9934
Image 9441: Predicted digit = 0, Confidence = 0.9997
Image 9442: Predicted digit = 0, Confidence = 0.9664
Image 9443: Predicted digit = 0, Confidence = 1.0000
Image 9444: Predicted digit = 0, Confidence = 1.0000
Image 9445: Predicted digit = 0, Confidence = 0.9995
Image 9446: Predicted digit = 0, Confidence = 0.9911
Image 9447: Predicted digit = 0, Confidence = 1.0000
Image 9448: Predicted digit = 0, Confidence = 1.0000
Image 9449: Predicted digit = 0, Confidence = 0.9999
Image 9450: Predicted digit = 0, Confidence = 0.9142
Image 9451: Predicted digit = 0, Confidence = 0.9980
Image 9452: Predicted digit = 0, Confidence = 0.9901
Image 9453: Predicted digit = 0, Confidence = 0.6484
Image 9454: Predicted digit = 0, Confidence = 1.0000
Image 9455: Predicted digit = 0, Confidence = 1.0000
Image 9456: Predicted digit = 0, Confidence = 1.0000
Image 9457: Predicted digit = 0, Confidence = 1.0000
Image 9458: Predicted digit = 0, Confidence = 0.7538
Image 9459: Predicted digit = 0, Confidence = 1.0000
Image 9460: Predicted digit = 0, Confidence = 0.5731
Image 9461: Predicted digit = 0, Confidence = 0.9974
Image 9462: Predicted digit = 0, Confidence = 1.0000
Image 9463: Predicted digit = 0, Confidence = 1.0000
Image 9464: Predicted digit = 0, Confidence = 0.9993
